REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Kiddie Coaster,ATTR,2022-07-17 10:21:00.000,2022-07-17 21:09:00.000,2022-07-18 07:26:06.000,2022-07-17
,Drop Tower,ATTR,2018-06-28 08:30:00.000,2018-06-28 22:17:00.000,2018-06-29 09:11:38.000,2018-06-28
,Superman Ride,ATTR,2018-07-26 09:32:00.000,2018-07-26 17:23:00.000,2018-07-27 08:20:04.000,2018-07-26
,PortAventura World,PARK,2022-06-17 08:30:00.000,2022-06-17 09:30:00.000,2022-06-18 08:21:14.000,2022-06-17
,Kiddie Coaster,ATTR,2018-11-01 10:00:00.000,2018-11-01 17:00:00.000,2018-11-02 08:08:45.000,2018-11-01
,Zipline,ATTR,2018-04-27 08:30:00.000,2018-04-27 22:10:00.000,2018-04-28 08:40:55.000,2018-04-27
,PortAventura World,PARK,2022-07-05 08:30:00.000,2022-07-05 09:30:00.000,2022-07-06 10:51:23.000,2022-07-05
,Reverse Bungee,ATTR,2019-12-06 08:28:00.000,2019-12-07 00:43:00.000,2019-12-07 07:34:27.000,2019-12-06
,Circus Train,ATTR,2022-06-16 09:26:00.000,2022-06-16 21:54:00.000,2022-06-17 10:00:12.000,2022-06-16
,Himalaya Ride,ATTR,2018-01-16 10:00:00.000,2018-01-16 19:00:00.000,2018-01-17 07:53:11.000,2018-01-16
,Free Fall,ATTR,2019-12-15 08:00:00.000,2019-12-15 18:29:00.000,2019-12-16 07:57:39.000,2019-12-15
Fermeture Réhab,Giga Coaster,ATTR,2022-08-13 23:59:00.000,2022-08-13 23:59:00.000,2022-08-14 07:30:27.000,2022-08-13
,Swing Ride,ATTR,2019-04-26 08:30:00.000,2019-04-26 21:21:00.000,2019-04-27 09:26:36.000,2019-04-26
,Gondola,ATTR,2018-08-19 09:46:00.000,2018-08-19 20:22:00.000,2018-08-20 08:22:55.000,2018-08-19
,Bumper Cars,ATTR,2018-03-18 08:30:00.000,2018-03-18 20:06:00.000,2018-03-19 09:06:18.000,2018-03-18
,Spiral Slide,ATTR,2020-02-11 08:30:00.000,2020-02-11 18:44:00.000,2020-02-12 10:20:13.000,2020-02-11
,Gondola,ATTR,2019-09-11 09:30:00.000,2019-09-11 18:04:00.000,2019-09-12 09:09:10.000,2019-09-11
,Bungee Jump,ATTR,2020-01-26 09:28:00.000,2020-01-26 19:04:00.000,2020-01-27 07:49:23.000,2020-01-26
,Tivoli Gardens,PARK,2019-11-22 10:00:00.000,2019-11-22 18:00:00.000,2019-11-23 08:19:18.000,2019-11-22
,Go-Karts,ATTR,2019-01-23 08:30:00.000,2019-01-23 19:07:00.000,2019-01-24 07:49:08.000,2019-01-23
,Giant Wheel,ATTR,2019-01-07 10:00:00.000,2019-01-07 18:43:00.000,2019-01-08 07:47:15.000,2019-01-07
,Go-Karts,ATTR,2022-04-23 08:30:00.000,2022-04-23 23:08:00.000,2022-04-24 09:09:53.000,2022-04-23
,PortAventura World,PARK,2019-05-24 08:30:00.000,2019-05-24 09:30:00.000,2019-05-25 07:37:13.000,2019-05-24
,Tivoli Gardens,PARK,2018-08-17 10:00:00.000,2018-08-17 20:00:00.000,2018-08-18 07:53:38.000,2018-08-17
,Circus Train,ATTR,2018-12-03 09:47:00.000,2018-12-03 17:24:00.000,2018-12-04 07:39:33.000,2018-12-03
,Log Flume,ATTR,2020-01-01 08:30:00.000,2020-01-01 22:07:00.000,2020-01-02 08:05:53.000,2020-01-01
,Spinning Coaster,ATTR,2018-07-18 08:31:00.000,2018-07-18 23:13:00.000,2018-07-19 07:47:21.000,2018-07-18
,Crazy Dance,ATTR,2019-10-21 09:28:00.000,2019-10-21 22:04:00.000,2019-10-22 08:02:52.000,2019-10-21
,Superman Ride,ATTR,2019-07-29 08:25:00.000,2019-07-29 19:53:00.000,2019-07-30 07:37:41.000,2019-07-29
,Bungee Jump,ATTR,2022-04-12 09:23:00.000,2022-04-12 23:03:00.000,2022-04-13 08:20:14.000,2022-04-12
,Drop Tower,ATTR,2019-02-11 08:30:00.000,2019-02-11 18:15:00.000,2019-02-12 07:52:58.000,2019-02-11
,Skyway,ATTR,2022-04-02 08:17:00.000,2022-04-02 20:04:00.000,2022-04-03 07:57:23.000,2022-04-02
Fermeture Réhab,Gondola,ATTR,2018-02-01 23:59:00.000,2018-02-01 23:59:00.000,2018-02-02 08:13:54.000,2018-02-01
Fermeture Réhab,Giga Coaster,ATTR,2022-05-21 23:59:00.000,2022-05-21 23:59:00.000,2022-05-22 07:52:08.000,2022-05-21
,Scooby Doo,ATTR,2019-01-18 08:28:00.000,2019-01-18 19:07:00.000,2019-01-19 09:09:26.000,2019-01-18
,Bumper Cars,ATTR,2019-03-01 08:30:00.000,2019-03-01 18:48:00.000,2019-03-02 07:54:22.000,2019-03-01
,Bumper Cars,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:07:00.000,2018-01-10 06:57:35.000,2018-01-09
,Reverse Bungee,ATTR,2019-05-31 08:20:00.000,2019-05-31 20:11:00.000,2019-06-01 07:36:14.000,2019-05-31
,Kiddie Coaster,ATTR,2019-02-24 10:00:00.000,2019-02-24 18:00:00.000,2019-02-25 06:31:58.000,2019-02-24
,Reverse Bungee,ATTR,2018-06-22 08:30:00.000,2018-06-22 19:27:00.000,2018-06-23 07:56:58.000,2018-06-22
,Tivoli Gardens,PARK,2022-06-09 08:30:00.000,2022-06-09 09:30:00.000,2022-06-10 08:26:57.000,2022-06-09
,Inverted Coaster,ATTR,2018-02-13 10:00:00.000,2018-02-13 17:44:00.000,2018-02-14 08:38:30.000,2018-02-13
,Reverse Bungee,ATTR,2020-01-28 08:30:00.000,2020-01-28 18:32:00.000,2020-01-29 07:47:22.000,2020-01-28
,Power Tower,ATTR,2018-04-18 08:33:00.000,2018-04-18 19:12:00.000,2018-04-19 09:05:11.000,2018-04-18
,Kiddie Coaster,ATTR,2019-12-23 09:00:00.000,2019-12-23 17:09:00.000,2019-12-24 07:28:20.000,2019-12-23
,Reverse Bungee,ATTR,2019-09-09 08:16:00.000,2019-09-09 18:27:00.000,2019-09-10 07:46:44.000,2019-09-09
,Monorail,ATTR,2020-01-06 08:27:00.000,2020-01-06 18:31:00.000,2020-01-07 07:56:23.000,2020-01-06
,Reverse Bungee,ATTR,2022-05-15 08:30:00.000,2022-05-15 20:16:00.000,2022-05-16 07:56:25.000,2022-05-15
,Zipline,ATTR,2019-01-08 08:30:00.000,2019-01-08 18:24:00.000,2019-01-09 07:43:21.000,2019-01-08
,Sling Shot,ATTR,2022-05-13 08:26:00.000,2022-05-13 20:08:00.000,2022-05-14 07:47:05.000,2022-05-13
,Haunted House,ATTR,2019-04-01 09:45:00.000,2019-04-01 20:54:00.000,2019-04-02 07:58:07.000,2019-04-01
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-06-12 23:59:00.000,2018-06-12 23:59:00.000,2018-06-13 07:49:40.000,2018-06-12
,Tivoli Gardens,PARK,2019-07-27 10:00:00.000,2019-07-27 20:00:00.000,2019-07-28 08:08:44.000,2019-07-27
,Giga Coaster,ATTR,2018-06-19 10:00:00.000,2018-06-19 22:15:00.000,2018-06-20 07:38:02.000,2018-06-19
,Tivoli Gardens,PARK,2020-01-12 08:30:00.000,2020-01-12 09:30:00.000,2020-01-13 07:52:03.000,2020-01-12
,Roller Coaster,ATTR,2019-08-14 10:00:00.000,2019-08-14 19:32:00.000,2019-08-15 08:14:45.000,2019-08-14
,Water Ride,ATTR,2020-02-28 09:30:00.000,2020-02-28 19:18:00.000,2020-02-29 08:42:53.000,2020-02-28
Fermeture Réhab,Log Flume,ATTR,2020-02-26 23:59:00.000,2020-02-26 23:59:00.000,2020-02-27 07:43:22.000,2020-02-26
,Aeroplane Ride,ATTR,2022-06-09 08:30:00.000,2022-06-09 20:34:00.000,2022-06-10 08:26:53.000,2022-06-09
,Tivoli Gardens,PARK,2022-05-31 09:30:00.000,2022-05-31 20:00:00.000,2022-06-01 10:36:14.000,2022-05-31
,Inverted Coaster,ATTR,2018-02-28 10:00:00.000,2018-02-28 17:00:00.000,2018-03-01 08:34:41.000,2018-02-28
,Scooby Doo,ATTR,2018-01-13 08:30:00.000,2018-01-13 19:20:00.000,2018-01-14 08:29:18.000,2018-01-13
,Water Ride,ATTR,2019-05-06 08:30:00.000,2019-05-06 21:34:00.000,2019-05-07 08:38:22.000,2019-05-06
,Sling Shot,ATTR,2018-03-25 08:39:00.000,2018-03-25 19:21:00.000,2018-03-26 07:45:26.000,2018-03-25
,Flying Coaster,ATTR,2019-10-16 10:00:00.000,2019-10-16 20:17:00.000,2019-10-17 08:12:14.000,2019-10-16
,Spiral Slide,ATTR,2022-08-05 09:58:00.000,2022-08-05 17:50:00.000,2022-08-06 07:23:46.000,2022-08-05
Fermeture Réhab,Pirate Ship,ATTR,2019-11-08 23:59:00.000,2019-11-08 23:59:00.000,2019-11-09 07:32:00.000,2019-11-08
,Tivoli Gardens,PARK,2018-05-31 10:00:00.000,2018-05-31 19:00:00.000,2018-06-01 09:38:36.000,2018-05-31
,Reverse Bungee,ATTR,2019-11-09 08:22:00.000,2019-11-09 20:10:00.000,2019-11-10 07:23:27.000,2019-11-09
,PortAventura World,PARK,2022-05-09 08:30:00.000,2022-05-09 09:30:00.000,2022-05-10 08:09:40.000,2022-05-09
,Flying Coaster,ATTR,2019-12-26 09:00:00.000,2019-12-26 22:13:00.000,2019-12-27 07:40:30.000,2019-12-26
Fermeture Opérationnelle,Top Spin,ATTR,2022-07-10 23:59:00.000,2022-07-10 23:59:00.000,2022-07-11 07:52:16.000,2022-07-10
,Monorail,ATTR,2019-04-23 08:22:00.000,2019-04-23 20:51:00.000,2019-04-24 08:33:05.000,2019-04-23
,PortAventura World,PARK,2018-01-18 10:00:00.000,2018-01-18 19:00:00.000,2018-01-19 08:12:39.000,2018-01-18
,Skyway,ATTR,2018-12-03 09:52:00.000,2018-12-03 18:07:00.000,2018-12-04 07:39:47.000,2018-12-03
,Scooby Doo,ATTR,2022-04-29 08:16:00.000,2022-04-29 20:13:00.000,2022-04-30 09:49:19.000,2022-04-29
,Oz Theatre,ATTR,2020-01-10 11:00:00.000,2020-01-10 17:19:00.000,2020-01-11 08:02:03.000,2020-01-10
,Sling Shot,ATTR,2018-10-09 08:37:00.000,2018-10-09 18:08:00.000,2018-10-10 08:18:38.000,2018-10-09
,PortAventura World,PARK,2018-09-29 10:00:00.000,2018-09-29 22:00:00.000,2018-09-30 08:09:52.000,2018-09-29
,Haunted House,ATTR,2019-12-23 08:54:00.000,2019-12-23 20:55:00.000,2019-12-24 07:28:18.000,2019-12-23
,Circus Train,ATTR,2022-08-04 09:19:00.000,2022-08-04 21:25:00.000,2022-08-05 07:43:40.000,2022-08-04
,Oz Theatre,ATTR,2022-06-10 12:00:00.000,2022-06-10 17:17:00.000,2022-06-11 08:09:45.000,2022-06-10
,Crazy Dance,ATTR,2018-08-01 09:49:00.000,2018-08-01 23:00:00.000,2018-08-02 08:15:43.000,2018-08-01
,Roller Coaster,ATTR,2019-03-17 10:00:00.000,2019-03-17 18:13:00.000,2019-03-18 07:29:38.000,2019-03-17
,Tivoli Gardens,PARK,2019-10-24 10:00:00.000,2019-10-24 20:00:00.000,2019-10-25 08:43:28.000,2019-10-24
,Himalaya Ride,ATTR,2018-12-14 10:00:00.000,2018-12-15 00:13:00.000,2018-12-15 07:29:37.000,2018-12-14
,Crazy Bus,ATTR,2018-08-21 08:49:00.000,2018-08-21 20:10:00.000,2018-08-22 08:24:09.000,2018-08-21
,Log Flume,ATTR,2019-07-13 08:18:00.000,2019-07-13 23:08:00.000,2019-07-14 07:18:24.000,2019-07-13
,Roller Coaster,ATTR,2019-03-28 10:00:00.000,2019-03-28 17:48:00.000,2019-03-29 08:00:30.000,2019-03-28
,Dizzy Dropper,ATTR,2018-02-18 08:30:00.000,2018-02-18 20:12:00.000,2018-02-19 08:17:03.000,2018-02-18
,Aeroplane Ride,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:09:00.000,2019-12-10 07:45:31.000,2019-12-09
,Bungee Jump,ATTR,2019-06-29 09:21:00.000,2019-06-29 23:04:00.000,2019-06-30 08:13:57.000,2019-06-29
,PortAventura World,PARK,2018-08-12 08:30:00.000,2018-08-12 09:30:00.000,2018-08-13 07:37:20.000,2018-08-12
,Superman Ride,ATTR,2019-02-26 09:35:00.000,2019-02-26 17:51:00.000,2019-02-27 08:17:46.000,2019-02-26
,Free Fall,ATTR,2022-07-10 10:00:00.000,2022-07-10 18:08:00.000,2022-07-11 07:52:00.000,2022-07-10
Fermeture Réhab,Flying Coaster,ATTR,2019-06-19 23:59:00.000,2019-06-19 23:59:00.000,2019-06-20 09:10:43.000,2019-06-19
Fermeture Opérationnelle,Top Spin,ATTR,2022-07-29 23:59:00.000,2022-07-29 23:59:00.000,2022-07-30 10:23:46.000,2022-07-29
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-06-09 23:59:00.000,2019-06-09 23:59:00.000,2019-06-10 07:53:51.000,2019-06-09
,Gondola,ATTR,2018-07-28 10:00:00.000,2018-07-28 20:21:00.000,2018-07-29 07:42:54.000,2018-07-28
,Bungee Jump,ATTR,2022-07-04 09:30:00.000,2022-07-04 23:02:00.000,2022-07-05 07:37:00.000,2022-07-04
,Roller Coaster,ATTR,2018-04-18 10:00:00.000,2018-04-18 19:48:00.000,2018-04-19 09:04:57.000,2018-04-18
,Himalaya Ride,ATTR,2020-01-09 10:00:00.000,2020-01-09 18:12:00.000,2020-01-10 08:03:30.000,2020-01-09
,Water Ride,ATTR,2018-06-18 08:30:00.000,2018-06-18 22:07:00.000,2018-06-19 08:08:43.000,2018-06-18
,Gondola,ATTR,2018-08-13 09:50:00.000,2018-08-13 20:20:00.000,2018-08-14 08:17:53.000,2018-08-13
,Scooby Doo,ATTR,2018-06-15 08:27:00.000,2018-06-15 23:58:00.000,2018-06-16 07:41:09.000,2018-06-15
,Spinning Coaster,ATTR,2018-03-21 08:30:00.000,2018-03-21 20:50:00.000,2018-03-22 09:02:51.000,2018-03-21
Fermeture Réhab,Merry Go Round,ATTR,2018-05-01 23:59:00.000,2018-05-01 23:59:00.000,2018-05-02 07:47:02.000,2018-05-01
,Tivoli Gardens,PARK,2018-03-06 08:30:00.000,2018-03-06 09:30:00.000,2018-03-07 08:21:55.000,2018-03-06
,Bumper Cars,ATTR,2018-01-05 08:00:00.000,2018-01-05 21:07:00.000,2018-01-06 08:54:41.000,2018-01-05
,Free Fall,ATTR,2019-09-20 10:00:00.000,2019-09-20 18:29:00.000,2019-09-21 07:25:05.000,2019-09-20
Fermeture Réhab,Merry Go Round,ATTR,2018-04-25 23:59:00.000,2018-04-25 23:59:00.000,2018-04-26 08:20:47.000,2018-04-25
,Aeroplane Ride,ATTR,2019-11-13 08:25:00.000,2019-11-13 18:12:00.000,2019-11-14 08:17:58.000,2019-11-13
,Sling Shot,ATTR,2018-01-05 08:18:00.000,2018-01-05 19:19:00.000,2018-01-06 09:16:20.000,2018-01-05
,Spiral Slide,ATTR,2018-09-22 10:00:00.000,2018-09-22 18:14:00.000,2018-09-23 07:32:27.000,2018-09-22
,Giant Wheel,ATTR,2022-04-10 08:30:00.000,2022-04-10 23:13:00.000,2022-04-11 07:50:27.000,2022-04-10
,Tivoli Gardens,PARK,2018-01-08 10:00:00.000,2018-01-08 18:00:00.000,2018-01-09 07:07:10.000,2018-01-08
,Haunted House,ATTR,2018-08-25 09:42:00.000,2018-08-25 21:48:00.000,2018-08-26 08:23:35.000,2018-08-25
,Pirate Ship,ATTR,2019-12-23 09:00:00.000,2019-12-23 22:28:00.000,2019-12-24 07:28:16.000,2019-12-23
,PortAventura World,PARK,2019-05-10 10:00:00.000,2019-05-10 22:30:00.000,2019-05-11 07:58:50.000,2019-05-10
,Tivoli Gardens,PARK,2022-08-02 09:30:00.000,2022-08-02 21:00:00.000,2022-08-03 08:11:42.000,2022-08-02
,Power Tower,ATTR,2022-04-12 08:30:00.000,2022-04-12 20:07:00.000,2022-04-13 08:20:26.000,2022-04-12
,Crazy Bus,ATTR,2019-11-25 08:24:00.000,2019-11-25 17:07:00.000,2019-11-26 07:28:53.000,2019-11-25
,Water Ride,ATTR,2020-02-01 10:00:00.000,2020-02-01 19:21:00.000,2020-02-02 07:55:32.000,2020-02-01
Fermeture Réhab,Monorail,ATTR,2018-05-07 23:59:00.000,2018-05-07 23:59:00.000,2018-05-09 07:49:55.000,2018-05-07
,Swing Ride,ATTR,2018-12-02 08:00:00.000,2018-12-02 20:16:00.000,2018-12-03 07:47:58.000,2018-12-02
,Dizzy Dropper,ATTR,2022-04-11 08:30:00.000,2022-04-11 22:19:00.000,2022-04-12 08:52:44.000,2022-04-11
,Swing Ride,ATTR,2022-06-16 08:30:00.000,2022-06-16 22:20:00.000,2022-06-17 10:00:11.000,2022-06-16
,Flying Coaster,ATTR,2019-10-13 10:00:00.000,2019-10-13 21:11:00.000,2019-10-14 07:41:43.000,2019-10-13
,Spiral Slide,ATTR,2018-05-31 08:30:00.000,2018-05-31 20:27:00.000,2018-06-01 09:38:21.000,2018-05-31
Fermeture Réhab,Giga Coaster,ATTR,2019-09-13 23:59:00.000,2019-09-13 23:59:00.000,2019-09-14 08:12:25.000,2019-09-13
,Gondola,ATTR,2018-07-08 10:00:00.000,2018-07-08 20:25:00.000,2018-07-09 08:22:48.000,2018-07-08
,Tivoli Gardens,PARK,2018-12-02 08:00:00.000,2018-12-02 09:00:00.000,2018-12-03 07:48:09.000,2018-12-02
,Himalaya Ride,ATTR,2018-04-18 09:39:00.000,2018-04-18 22:05:00.000,2018-04-19 09:04:58.000,2018-04-18
Fermeture Réhab,Top Spin,ATTR,2019-11-13 23:59:00.000,2019-11-13 23:59:00.000,2019-11-14 08:17:57.000,2019-11-13
Fermeture Réhab,Pirate Ship,ATTR,2019-11-27 23:59:00.000,2019-11-27 23:59:00.000,2019-11-28 07:43:44.000,2019-11-27
,Go-Karts,ATTR,2019-05-27 08:30:00.000,2019-05-27 23:04:00.000,2019-05-28 07:55:46.000,2019-05-27
,Go-Karts,ATTR,2019-11-03 08:30:00.000,2019-11-03 21:04:00.000,2019-11-04 07:18:32.000,2019-11-03
,Haunted House,ATTR,2018-10-01 09:54:00.000,2018-10-01 18:45:00.000,2018-10-02 07:35:52.000,2018-10-01
,Spiral Slide,ATTR,2022-07-17 10:00:00.000,2022-07-17 17:56:00.000,2022-07-18 07:26:08.000,2022-07-17
,Roller Coaster,ATTR,2019-03-11 10:00:00.000,2019-03-11 18:08:00.000,2019-03-12 08:02:03.000,2019-03-11
Fermeture Réhab,Inverted Coaster,ATTR,2019-10-14 23:59:00.000,2019-10-14 23:59:00.000,2019-10-15 07:41:12.000,2019-10-14
,Haunted House,ATTR,2020-01-22 09:26:00.000,2020-01-22 17:23:00.000,2020-01-23 08:13:52.000,2020-01-22
,Reverse Bungee,ATTR,2022-06-14 08:18:00.000,2022-06-14 20:21:00.000,2022-06-15 08:05:46.000,2022-06-14
,Skyway,ATTR,2022-04-10 08:18:00.000,2022-04-10 20:05:00.000,2022-04-11 07:51:31.000,2022-04-10
,Swing Ride,ATTR,2019-03-24 08:30:00.000,2019-03-24 19:23:00.000,2019-03-25 07:42:46.000,2019-03-24
,Reverse Bungee,ATTR,2019-05-12 08:26:00.000,2019-05-12 20:17:00.000,2019-05-13 07:43:59.000,2019-05-12
,Rapids Ride,ATTR,2022-08-02 09:30:00.000,2022-08-02 20:20:00.000,2022-08-03 08:11:31.000,2022-08-02
,PortAventura World,PARK,2019-10-10 08:30:00.000,2019-10-10 09:30:00.000,2019-10-11 08:13:03.000,2019-10-10
,Aeroplane Ride,ATTR,2018-08-23 08:24:00.000,2018-08-23 20:31:00.000,2018-08-24 08:47:38.000,2018-08-23
,Power Tower,ATTR,2018-07-13 08:28:00.000,2018-07-13 20:21:00.000,2018-07-14 08:04:04.000,2018-07-13
,Inverted Coaster,ATTR,2018-02-24 09:54:00.000,2018-02-24 17:00:00.000,2018-02-25 08:41:34.000,2018-02-24
,Swing Ride,ATTR,2019-05-09 08:30:00.000,2019-05-09 21:41:00.000,2019-05-10 08:14:12.000,2019-05-09
,Haunted House,ATTR,2020-01-14 09:46:00.000,2020-01-14 17:26:00.000,2020-01-15 08:27:57.000,2020-01-14
,Haunted House,ATTR,2019-06-27 09:46:00.000,2019-06-27 21:54:00.000,2019-06-28 07:44:52.000,2019-06-27
,Log Flume,ATTR,2019-09-07 08:25:00.000,2019-09-07 22:12:00.000,2019-09-08 08:18:11.000,2019-09-07
,Rapids Ride,ATTR,2019-12-01 09:54:00.000,2019-12-01 17:18:00.000,2019-12-02 07:43:00.000,2019-12-01
,Swing Ride,ATTR,2022-07-13 08:30:00.000,2022-07-13 22:19:00.000,2022-07-14 07:41:09.000,2022-07-13
,Oz Theatre,ATTR,2018-12-10 10:57:00.000,2018-12-10 17:00:00.000,2018-12-11 07:53:57.000,2018-12-10
,Roller Coaster,ATTR,2018-01-12 10:00:00.000,2018-01-12 18:12:00.000,2018-01-13 09:14:26.000,2018-01-12
,Haunted House,ATTR,2020-02-03 10:00:00.000,2020-02-03 17:57:00.000,2020-02-04 07:54:59.000,2020-02-03
,Himalaya Ride,ATTR,2018-05-02 09:55:00.000,2018-05-02 22:08:00.000,2018-05-03 09:07:51.000,2018-05-02
,Skyway,ATTR,2020-01-07 08:30:00.000,2020-01-07 18:05:00.000,2020-01-08 07:28:17.000,2020-01-07
,Superman Ride,ATTR,2020-02-10 08:30:00.000,2020-02-10 17:28:00.000,2020-02-11 08:08:03.000,2020-02-10
Fermeture Réhab,Rapids Ride,ATTR,2018-02-20 23:59:00.000,2018-02-20 23:59:00.000,2018-02-21 08:39:44.000,2018-02-20
Fermeture Réhab,Bumper Cars,ATTR,2019-03-14 23:59:00.000,2019-03-14 23:59:00.000,2019-03-15 07:42:34.000,2019-03-14
,Reverse Bungee,ATTR,2018-09-28 10:00:00.000,2018-09-28 23:47:00.000,2018-09-29 08:31:54.000,2018-09-28
,Roller Coaster,ATTR,2019-02-14 10:00:00.000,2019-02-14 18:00:00.000,2019-02-15 07:12:09.000,2019-02-14
,Superman Ride,ATTR,2018-03-28 09:30:00.000,2018-03-28 17:14:00.000,2018-03-29 08:22:03.000,2018-03-28
Fermeture Réhab,Bungee Jump,ATTR,2019-10-11 23:59:00.000,2019-10-11 23:59:00.000,2019-10-12 07:37:15.000,2019-10-11
,Giga Coaster,ATTR,2019-10-22 09:32:00.000,2019-10-22 21:18:00.000,2019-10-23 07:46:48.000,2019-10-22
,Tivoli Gardens,PARK,2018-08-19 10:00:00.000,2018-08-19 20:00:00.000,2018-08-20 08:23:01.000,2018-08-19
,PortAventura World,PARK,2018-04-30 08:30:00.000,2018-04-30 09:30:00.000,2018-05-01 08:41:04.000,2018-04-30
,Drop Tower,ATTR,2022-04-21 08:30:00.000,2022-04-21 22:20:00.000,2022-04-22 07:59:27.000,2022-04-21
,Circus Train,ATTR,2022-04-11 09:20:00.000,2022-04-11 21:17:00.000,2022-04-12 08:52:46.000,2022-04-11
,Giga Coaster,ATTR,2018-12-18 10:00:00.000,2018-12-18 23:30:00.000,2018-12-19 09:46:38.000,2018-12-18
,Superman Ride,ATTR,2019-07-11 08:30:00.000,2019-07-11 19:53:00.000,2019-07-12 07:57:43.000,2019-07-11
,Merry Go Round,ATTR,2019-06-19 10:00:00.000,2019-06-19 23:09:00.000,2019-06-20 09:10:49.000,2019-06-19
,Top Spin,ATTR,2018-10-15 10:45:00.000,2018-10-15 17:35:00.000,2018-10-16 07:38:20.000,2018-10-15
,Flying Coaster,ATTR,2020-01-06 09:44:00.000,2020-01-06 18:13:00.000,2020-01-07 07:56:11.000,2020-01-06
,Crazy Dance,ATTR,2019-10-17 09:32:00.000,2019-10-17 20:12:00.000,2019-10-18 08:04:55.000,2019-10-17
,Zipline,ATTR,2019-09-17 08:17:00.000,2019-09-17 20:51:00.000,2019-09-18 07:35:41.000,2019-09-17
,Rapids Ride,ATTR,2020-01-07 09:56:00.000,2020-01-07 17:09:00.000,2020-01-08 07:28:06.000,2020-01-07
,Circus Train,ATTR,2018-12-31 09:00:00.000,2018-12-31 17:26:00.000,2019-01-01 09:22:39.000,2018-12-31
,Circus Train,ATTR,2022-05-14 09:29:00.000,2022-05-14 21:25:00.000,2022-05-15 07:46:43.000,2022-05-14
Fermeture Réhab,Inverted Coaster,ATTR,2019-11-05 23:59:00.000,2019-11-05 23:59:00.000,2019-11-06 07:35:58.000,2019-11-05
,PortAventura World,PARK,2019-12-04 10:00:00.000,2019-12-04 19:00:00.000,2019-12-05 08:14:36.000,2019-12-04
,Kiddie Coaster,ATTR,2019-04-26 09:34:00.000,2019-04-26 20:08:00.000,2019-04-27 09:26:39.000,2019-04-26
,Roller Coaster,ATTR,2018-06-07 10:00:00.000,2018-06-07 20:10:00.000,2018-06-08 07:25:19.000,2018-06-07
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-03-12 23:59:00.000,2019-03-12 23:59:00.000,2019-03-13 07:30:37.000,2019-03-12
,Spiral Slide,ATTR,2019-12-19 08:30:00.000,2019-12-19 23:30:00.000,2019-12-20 08:12:47.000,2019-12-19
Fermeture Réhab,Top Spin,ATTR,2019-05-25 23:59:00.000,2019-05-25 23:59:00.000,2019-05-26 07:49:12.000,2019-05-25
,Scooby Doo,ATTR,2018-09-14 08:17:00.000,2018-09-14 23:37:00.000,2018-09-15 08:47:52.000,2018-09-14
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-08-08 23:59:00.000,2019-08-08 23:59:00.000,2019-08-09 07:48:52.000,2019-08-08
,Haunted House,ATTR,2022-04-21 09:30:00.000,2022-04-21 21:54:00.000,2022-04-22 07:59:27.000,2022-04-21
,Spinning Coaster,ATTR,2018-09-24 08:30:00.000,2018-09-24 20:38:00.000,2018-09-25 07:47:44.000,2018-09-24
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-08-09 23:59:00.000,2019-08-09 23:59:00.000,2019-08-10 07:53:22.000,2019-08-09
,Aeroplane Ride,ATTR,2019-06-29 08:30:00.000,2019-06-29 20:15:00.000,2019-06-30 08:14:19.000,2019-06-29
Fermeture Réhab,Superman Ride,ATTR,2020-01-11 23:59:00.000,2020-01-11 23:59:00.000,2020-01-12 08:33:21.000,2020-01-11
,Swing Ride,ATTR,2018-07-22 08:30:00.000,2018-07-22 22:16:00.000,2018-07-23 07:35:16.000,2018-07-22
,Himalaya Ride,ATTR,2019-04-07 08:54:00.000,2019-04-07 22:06:00.000,2019-04-08 07:39:52.000,2019-04-07
,Swing Ride,ATTR,2018-05-16 08:30:00.000,2018-05-16 21:38:00.000,2018-05-17 08:42:32.000,2018-05-16
,Scooby Doo,ATTR,2018-10-21 08:30:00.000,2018-10-21 20:13:00.000,2018-10-22 07:30:29.000,2018-10-21
,Sling Shot,ATTR,2020-01-29 08:26:00.000,2020-01-29 18:31:00.000,2020-01-30 08:07:07.000,2020-01-29
,Kiddie Coaster,ATTR,2019-12-13 10:00:00.000,2019-12-13 17:12:00.000,2019-12-14 07:59:17.000,2019-12-13
Fermeture Réhab,Pirate Ship,ATTR,2019-10-31 23:59:00.000,2019-10-31 23:59:00.000,2019-11-01 08:22:25.000,2019-10-31
,Skyway,ATTR,2022-06-19 08:22:00.000,2022-06-19 20:05:00.000,2022-06-20 07:38:30.000,2022-06-19
,Superman Ride,ATTR,2019-02-27 09:29:00.000,2019-02-27 17:51:00.000,2019-02-28 08:22:21.000,2019-02-27
,Free Fall,ATTR,2018-06-20 10:00:00.000,2018-06-20 20:06:00.000,2018-06-21 07:44:44.000,2018-06-20
